OYO 13096 Braj Haveli,"Gridhar Marg, Sector 9, Malviya Nagar, Lal Bahadur Nagar East, Sector 9, Malviya Nagar, Jaipur, Jaipur",4999,4.3
OYO 578 Hotel Aurum,"Khatipura, Jaipur",1365,3.9
OYO 11415 Hotel Raj Laxmi,"Opp. Sanjeevni Hospital, New Sanganer Road Sodala, Jaipur",1201,3.9
OYO 10963 Hotel Guman Auberge,"Sawai Jai Singh Highway, Sen Colony, Bani Park, Jaipur",1201,4.6
OYO 2281 Hotel Ankur Palace,"Near Railway Station, Jaipur",1201,4.6
OYO 10284 Hotel Transit,"Station Road, Sindhi Camp, Jaipur",1201,4.2
OYO 1746 Hotel RnB Select,"Bani Park, Jaipur",1201,4.2
OYO 9929 Hotel Dhruv,"Near Chowdhary Petrol pump , Sanganer, Jaipur",1201,New
OYO 9744 Hiraeth Homestay,"Durga Vihar, Pradhan Marg, Jaipur",1281,New
OYO 6893 Hotel Airport View,"Near Jaipur Airport Terminal 1, Sanganer, Jaipur",1201,3.8
OYO 2218 Home Stay Vaishali,"Near Sanskar School, Viswamitra Marg, Jaipur",1201,3.8
OYO 12849 Hotel Akshay,"Purana Agra Road, Behind Chandra Mahal Garden, Jaipur",4999,New
OYO 12421 The Address,"D-174 , Anraag Path, opposite to the GT mall, Jaipur",4999,New
